review,movie_name,label_name,predicted_label_MNB,y_true,y_pred_MNB,predicted_label_knn,y_pred_knn,predicted_label_tfidf_knn,y_pred_tfidf_knn,predicted_label_we_mnb,y_pred_we_mnb,predicted_label_tfidf_svc,y_pred_tfidf_svc,predicted_label_tfidf_rfc,y_pred_tfidf_rfc
"If you held me at gunpoint and told me to describe at least one detail from this movie I'd be dead within seconds. How does a movie this long manage to have absolutely nothing substantial in it? I can only really remember the forced relationship between Thor and Jane, but the pillow I fell asleep on (while trying to get through this mess) had more chemistry with my head than Thor and Jane ever will. I fell asleep halfway through and even when I went back to watch what I missed, it made no sense. I think my dreams during my Thor-nap made more sense than any scene in this movie. Genuinely the worst in the MCU, skip at all costs.",thor_the_dark_world,Marvel Cinematic Universe,MonsterVerse,1,2,MonsterVerse,2,DC Extended Universe,0,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"There is a lot to love about Captain America Civil War, but there is also a lot going on in general. With so many plots going on in this movie it does tend to feel a bit rushed at times, and with such a huge cast in a movie with a central focus on a single character the dispute feels very one-sided. There is a lot of story to tell in Civil War, and while a lot of it is done right, it still feels like this is two movies packed into one. It is still very enjoyable, and almost a required watch if going through the Marvel Cinematic Universe again in preparation for End Game. The events of this movie probably have the largest impact on the future of the Marvel Cinematic Universe leading up to Infinity War.",captain_america_civil_war,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,DC Extended Universe,0,DC Extended Universe,0,Star Wars,3,Marvel Cinematic Universe,1,DC Extended Universe,0
"A surprisingly decent Harry Potter prequel that stands on its own as a fun little adventure with magical creatures and charming 1920s Americana aesthetics. The movie does a good job with worldbuilding, showing us how the wizarding world operates in other countries and time periods. The creature designs are very creative and I love the way they're treated more like animals that can be reasoned with rather than mindless monsters that need to be slain. Eddie Redmayne is adorkable as the main lead, albeit a bit emotionally distant at times. But his passion for the titular beasts and his chemistry with the rest of the cast are a joy to watch. I didn't care much for his detective companion, but her quirky sister and the well-meaning but bumbling muggle friend were so endearing to watch. Granted the story can get convoluted and contrived at times (like why were they going to be so casually executed by the Wizarding estate just for their minor violations? I wouldn't mind so much if the main detective character didn't wind up working for them on good terms by the end of the story after such a horrific incident.). So I wouldn't say it's a great successor to the Harry Potter saga, but this first installment was still a fun easy ride nonetheless.",fantastic_beasts_and_where_to_find_them,Wizarding World,Marvel Cinematic Universe,4,1,MonsterVerse,2,Wizarding World,4,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Wizarding World,4
"Since this is an older film I am just going to give a quick bullet point rundown of my review. I watched this last night, for probably the tenth+ time. It's still a really good film. The only things that take away from it are: 

- Some boring sections 
- The end fight is really short
- The end fight is Iron Man fighting someone with the same powers as him

Rating - Good",iron_man,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,MonsterVerse,2,Star Wars,3,Marvel Cinematic Universe,1,DC Extended Universe,0
"The Age of Ultron, (which has to tell the truth I think I did not even reach the week). It is a very good film to my taste, its story is very well done and structured, and it is justified. The characters are very good, both the Avengers and the new ones, like Wanda, Pietro and Vision. While villains like Ultron I think they are very good but they could have given a little more.
The music is very good, as always when it comes to the Avengers, the visual effects are incredible, they are one of the few Marvel productions that still have good visual effects.
In conclusion, I would say that the criticism that has been given to this film is valid, but it is true that before giving your own opinion you must see it and not let yourself be carried away by that of other people. So yes, watch, I think that like any Marvel movie, it serves to have a good time.",avengers_age_of_ultron,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,DC Extended Universe,0,DC Extended Universe,0,Marvel Cinematic Universe,1,MonsterVerse,2,DC Extended Universe,0
"This suicide squad is so much better then the first one in all the aspects. It has a better plot, pacing and the comedy is much better, one of my problems was how quick they disposed of some of the cast that could have added to the movie. But overall it succeeded all expectations that I had going into it.",the_suicide_squad,DC Extended Universe,DC Extended Universe,0,0,DC Extended Universe,0,DC Extended Universe,0,MonsterVerse,2,DC Extended Universe,0,DC Extended Universe,0
i love this movie more then homecoming because that movie i did like it but i don't  call it a marvel movie.this movie explores movie about his life we are learning more about his life the action is amazing using amazing CGI monsters i love that.i love beck he is great probably one of my favorite movie marvel villains he is great twist villain i hate twist villains but this one is great.the ending is great final battle i love that him fighting drones i love that its good to see mj and peter come to toeghter nedd is fun the bus scene is fun.i really loved the story its so amazing the elisions are so good and its about what happened to peter becks tricks on theses people are amazing i just love this movie it has problem nick fury adds nothing and that's my only problem.its a 9/10 its very epic,spider_man_far_from_home,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Star Wars,3,Marvel Cinematic Universe,1
"Another great Harry Potter movie!
One thing I always admire about the Harry Potter movies is how they not only focus on the main plot, but also have time to show other, world building things. I feel like they perfected that in this movie, unlike in the first movie which was waayyy too much world building and not enough plot.
As always, the twist at the end is top notch.
I love the setup and implications for the future - like they say in the movie, everything will be different from now on!",harry_potter_and_the_goblet_of_fire,Wizarding World,Marvel Cinematic Universe,4,1,Star Wars,3,Wizarding World,4,MonsterVerse,2,Marvel Cinematic Universe,1,Wizarding World,4
"Avengers: Infinity War tells the story of the combat of several heroes against an enemy, much bigger than them.

The movie is, quite simply, a 21st century masterpiece, probably the best hero movie after its sequel. The biggest highlight is its script, which managed to bring together several characters and built a VERY intriguing story, and its visual and general direction, which is impeccable. Not only that, but the adventure and action are perfect, especially with the good acting. Another extremely positive point is that, even though the film is long, there is not a moment when you disconnect, as the jokes are balanced, the dialogues are not tiring and the story is captivating. The film is an explosion of emotions, especially for fans.

Honestly, I dont see any major downsides in the film. Everything fits perfectly. Not only that, but its a movie that manages to stand on its own, although its always better to watch the previous movies for a better experience.",avengers_infinity_war,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Star Wars,3,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Star Wars,3
"Among the most overrated films to come out of the MCU.  It fits more along the lines of just ok.  The story lacked umph, the villian was more annoying than interesting (his problem was daddy issues?), and the final fight scene was spectacularly underwhelming.  As a MCU fan, it is worth watching to see how Black Panther integrates with the rest of the overarching storyline, but that's about it.",black_panther_2018,Marvel Cinematic Universe,Wizarding World,1,4,DC Extended Universe,0,Marvel Cinematic Universe,1,MonsterVerse,2,Marvel Cinematic Universe,1,MonsterVerse,2
