quote,author,type
Few people understand the magnitude of the catastrophe that happened late in the 1980s when the Communist Party had failed to modernize the Soviet Union.,Vladimir Putin,vladimir-putin
"Yes, life in Chechnya so far looks more like a life after a natural disaster.",Vladimir Putin,vladimir-putin
Protest actions and propaganda are two slightly different things.,Vladimir Putin,vladimir-putin
"Journalism, as concerns collecting information, differs little if at all from intelligence work. In my judgment, a journalist's job is very interesting.",Vladimir Putin,vladimir-putin
"Russia is opposed to the proliferation of mass destruction weapons, including nuclear weapons, and in this context we call upon our Iranian friends to abandon the uranium enrichment programme.",Vladimir Putin,vladimir-putin
The growing economic potential of India and Russia is mutually complementary in many respects.,Vladimir Putin,vladimir-putin
Russia needs a strong state power and must have it. But I am not calling for totalitarianism.,Vladimir Putin,vladimir-putin
"Our aims are absolutely clear: They are a high living standard in the country and a secure, free and comfortable life.",Vladimir Putin,vladimir-putin
"I have a very positive attitude to anyone who is protecting the environment, but it's inadmissible when people are using it as a means of promoting themselves, using it as a source of self-enrichment. I don't want to name any specific examples... but often, environmentalism is used to blackmail companies.",Vladimir Putin,vladimir-putin
We're no longer in the Cold War. Eavesdropping on friends is unacceptable.,Vladimir Putin,vladimir-putin
"I have always loved and avidly read the novels of Jack London, Jules Verne and Ernest Hemingway. The characters depicted in their books, who are brave and resourceful people embarking on exciting adventures, definitely shaped my inner self and nourished my love for the outdoors.",Vladimir Putin,vladimir-putin
I love soccer.,Vladimir Putin,vladimir-putin
"The philosophy of FIFA is to expand world soccer space, to spread out the world football space.",Vladimir Putin,vladimir-putin
"The transfer of power is always a test of the constitutional system, a test of its strength.",Vladimir Putin,vladimir-putin
"The essence of science is independent thinking, hard work, and not equipment. When I got my Nobel Prize, I had spent hardly 200 rupees on my equipment.",C. V. Raman,c-v-raman
"We must teach science in the mother tongue. Otherwise, science will become a highbrow activity. It will not be an activity in which all people can participate.",C. V. Raman,c-v-raman
I would like to tell the young men and women before me not to lose hope and courage. Success can only come to you by courageous devotion to the task lying in front of you.,C. V. Raman,c-v-raman
It is not often that idealism of student days finds adequate opportunity for expression in the later life of manhood.,C. V. Raman,c-v-raman
"In the history of science, we often find that the study of some natural phenomenon has been the starting point in the development of a new branch of knowledge.",C. V. Raman,c-v-raman
"We need a spirit of victory, a spirit that will carry us to our rightful place under the sun, a spirit which can recognize that we, as inheritors of a proud civilization, are entitled to our rightful place on this planet. If that indomitable spirit were to arise, nothing can hold us from achieving our rightful destiny.",C. V. Raman,c-v-raman
A voyage to Europe in the summer of 1921 gave me the first opportunity of observing the wonderful blue opalescence of the Mediterranean Sea. It seemed not unlikely that the phenomenon owed its origin to the scattering of sunlight by the molecules of the water.,C. V. Raman,c-v-raman
"I feel it is unnatural and immoral to try to teach science to children in a foreign language They will know facts, but they will miss the spirit.",C. V. Raman,c-v-raman
"We have, I think, developed an inferiority complex. I think what is needed in India today is the destruction of that defeatist spirit.",C. V. Raman,c-v-raman
"It is generally believed that it is the students who derive benefit by working under the guidance of a professor. In reality, the professor benefits equally by his association with gifted students working under him.",C. V. Raman,c-v-raman
"It was the late Dr. Mahendra Lal Sircar who, by founding the Indian Association for the Cultivation of Science, made it possible for the scientific aspirations of my early years to continue burning brightly.",C. V. Raman,c-v-raman
"In the first English class I attended, Prof. E. H. Elliot, addressing me, asked if I really belonged to the Junior B. A. class, and I had to answer him in the affirmative. He then proceeded to inquire how old I was.",C. V. Raman,c-v-raman
I have always thought it a great privilege to have as my colleague in the Palit Chair of Chemistry such a distinguished pioneer in scientific research and education in Bengal as Sir Prafulla Ray. It has been invariably my experience that I could count on his cooperation and sympathy in every matter concerning my scientific work.,C. V. Raman,c-v-raman
"It was my great good fortune, while I was still a student at college, to have possessed a copy of an English translation of his great work 'The Sensations of Tone.' As is well known, this was one of Helmholtz's masterpieces.",C. V. Raman,c-v-raman
"I strongly believe that fundamental science cannot be driven by instructional, industrial, governmental or military pressures. This was the reason why I decided, as far as possible, not to accept money from the government.",C. V. Raman,c-v-raman
"When we consider the fact that nearly three-quarters of the surface of the globe is covered by oceanic water, we begin to realise that the molecular scattering of light in liquids may possess an astronomical significance, in fact contribute in an important degree to the observed albedo of the earth.",C. V. Raman,c-v-raman
"It seemed, indeed, that the study of light-scattering might carry one into the deepest problems of physics and chemistry, and it was this belief which led to the subject becoming the main theme of our activities at Calcutta from that time onwards.",C. V. Raman,c-v-raman
The whole edifice of modern physics is built up on the fundamental hypothesis of the atomic or molecular constitution of matter.,C. V. Raman,c-v-raman
